Actor,A_Acc,Avg_PartyTime,GuildAct_count,GuildJoin_count,Type
104466,7596346,8685.5556,2,1,Human
104467,4436328,8142.4565,1,1,Human
104522,7058917,4060.3333,0,0,Human
104525,6801573,6264.9891,0,0,Human
104535,6978915,8204.7143,0,0,Human
104538,7337147,6542.4,0,0,Human
104615,7230988,1533.1667,0,0,Human
104635,7472220,0,1,1,Human
104696,6868179,0,0,0,Bot
104762,6791001,522,1,0,Human
104786,7782948,2108.75,0,0,Human
104788,7565510,0,0,0,Human
104804,7638091,0,2,1,Human
104823,7019412,6516.5455,1,0,Human
104825,7351769,7221.375,0,0,Human
104832,6272636,6538.0099,2,0,Human
104839,7640207,2065.2727,0,0,Human
104870,7465632,3114.2,0,0,Human
104875,7784079,4410.8889,0,0,Human
104901,7119704,4925.5257,4,1,Human
104913,7666263,5742.9333,0,0,Human
104945,6502956,3681.1892,0,0,Human
104949,7727915,4318.3103,0,0,Human
104995,7258164,0,0,0,Bot
104996,7306744,2963,0,0,Human
105004,7654348,5021.6024,5,1,Human
105007,7665013,1471,0,0,Human
105038,6117436,6343.5196,3,0,Human
105047,7459147,1998,0,0,Human
105049,6361284,4285.6667,0,0,Human
105050,4004892,6253.6744,0,0,Human
105083,7785556,5900.3571,1,0,Human
105111,6402407,6483.2059,1,0,Human
105113,6553990,1918.5,0,0,Human
105116,7736288,0,1,0,Bot
105121,6474449,1382.6222,0,0,Human
105122,3974915,5760.8816,2,1,Human
105152,7634120,4134.6667,0,0,Human
105171,7731789,7522,0,0,Bot
105178,7676287,1203,0,0,Human
105196,7526282,5222.5,0,0,Human
105216,7304166,4620.8529,0,0,Human
105272,6591838,5377.075,1,1,Human
105285,6427695,7595,3,0,Human
105358,7786117,7867,2,1,Human
105359,7215789,1454.4286,0,0,Human
105365,7787303,4179.1732,0,0,Human
105397,6837554,11734.9286,0,0,Human
105399,7787806,2199.5,2,1,Human
105412,6837554,7014.5581,1,0,Human
105427,7776400,8150.7409,2,1,Human
105508,6236640,4724.2,2,1,Human
105509,7788250,5912.5306,1,0,Human
105554,7788371,6402.1203,1,0,Human
105567,4864442,4972.4884,0,0,Human
105603,6221468,6462.7857,0,0,Human
105611,6378681,6315.5455,0,0,Human
105663,6293198,7977.8478,4,1,Human
105664,7206270,0,0,0,Human
105705,7436867,7813.25,0,0,Human
105776,7752708,0,0,0,Bot
105809,5783140,7567.6952,2,1,Human
105818,6829719,542,0,0,Human
105866,7412344,2927.3333,0,0,Human
105889,6895947,8527.08,1,0,Bot
105917,6997208,2005.3333,1,1,Human
105924,6916933,0,0,0,Human
105926,7789210,0,0,0,Human
105967,7631436,8057.1901,2,1,Human
106049,7703958,7075.0949,3,1,Human
106071,7766503,0,0,0,Human
106128,6323249,5467.7228,0,0,Human
106134,6718298,0,0,0,Human
106145,7753355,6362.8978,1,0,Human
106149,7788547,463,0,0,Human
106195,7258639,4471.8271,1,1,Human
106265,7790548,0,0,0,Human
106297,7257287,0,0,0,Human
106493,7277893,4241.383,0,0,Human
106494,7677447,4158.3188,1,0,Human
106512,6460924,5432.8537,0,0,Human
106532,6708695,7660.9194,0,0,Human
106540,7433484,7562.9259,0,0,Human
106616,6496645,4015,5,1,Human
106628,7763691,6283.9304,0,0,Human
106663,7787890,0,0,0,Human
106683,6805576,4904.2564,0,0,Human
106713,7789210,4915.64,0,0,Human
106738,7275884,7076.6667,0,0,Human
106787,6100162,0,0,0,Human
106821,3971654,8703.5217,0,0,Human
106928,7592985,5488,1,1,Human
106992,7794368,6001.8556,3,1,Human
107017,6753596,2255.5,0,0,Human
107037,6440622,4454.6522,0,0,Bot
107083,7794983,2047.2,0,0,Human
107115,6295709,1744.2727,0,0,Human
107134,7784538,13484,0,0,Human
107145,7784538,5896,0,0,Human
107152,6713225,6105.4924,0,0,Human
107321,7795745,8896.5156,2,1,Human
107378,6896008,8284.4118,1,0,Human
107390,6726707,6896.0987,2,1,Human
107400,6606328,7260.375,1,0,Human
107417,7761437,1423,0,0,Human
107421,7796785,4659,0,0,Human
107424,6681371,7520.1538,0,0,Human
107426,7331651,7055.9437,0,0,Human
107463,7648306,8213.7273,0,0,Human
107475,7315121,4883,0,0,Human
107482,6195006,5431,0,0,Human
107506,3998162,9024.25,0,0,Human
107511,7090902,5315.3186,1,0,Human
107518,7744870,108,0,0,Human
107560,6661151,9127.2727,0,0,Human
107575,6710198,5206.7253,0,0,Human
107608,7797694,2860.5,0,0,Human
107617,6162790,6971.9545,1,0,Human
107621,7140039,3263.25,2,1,Human
107628,7619719,4654.3909,3,1,Human
107630,7794983,2150.25,2,1,Human
107691,7548075,2467,0,0,Bot
107701,6608912,3848.2222,0,0,Human
107712,7562214,8981.2435,1,0,Human
107736,7798356,7697.25,2,1,Human
107768,7687190,8453.4103,2,0,Human
107802,7798805,6172.2816,2,0,Human
107847,6626374,5084.8162,2,1,Human
107863,6650941,0,0,0,Human
107917,7128222,0,0,0,Bot
107920,7799378,4339.8482,0,0,Human
107963,7623133,3698,2,1,Human
108037,7746556,6342.4138,4,1,Human
108062,7059712,5513.05,2,1,Human
108131,6859671,2639.5714,2,1,Human
108141,6466025,4022.0769,3,1,Human
108244,5075326,0,1,1,Human
108273,7185585,5110.4803,2,1,Human
108299,7750835,6043,0,0,Human
108303,6184641,7724.1159,1,0,Human
108306,6465332,0,0,0,Human
108316,4166908,0,1,0,Bot
108335,7655843,0,0,0,Human
108342,7801345,9956.8889,0,0,Human
108345,6768063,0,1,0,Human
108411,7801547,8765.3333,1,0,Bot
108426,6346326,2149.4545,0,0,Human
108438,6416960,5956.1488,2,1,Human
108608,6983277,4773.8333,0,0,Human
108636,7656311,5696.4074,0,0,Human
108674,6615933,282,0,0,Human
108681,7529477,5601.5618,1,0,Human
108710,6419616,0,0,0,Human
108716,6732747,3718.3214,2,0,Human
108755,7799386,3461.7137,0,0,Human
108768,7412259,4662.1161,4,1,Human
108799,6293835,6463.3905,0,0,Human
108830,7757346,8078.3774,2,1,Human
108841,7589224,7974.6136,0,0,Human
108845,6894816,6301,0,0,Human
108854,6442416,8559.6761,0,0,Human
108916,6927759,0,0,0,Human
108931,7755304,6801.5,0,0,Human
108935,6535209,11754.2368,1,0,Human
108998,7804436,6191,1,0,Human
109034,6230670,6224.25,0,0,Human
109064,7088203,1818.75,0,0,Human
109138,6894648,1448.5,0,0,Human
109160,7805655,5758.5714,0,0,Human
109280,7806432,7355.2368,1,0,Human
109293,7806403,7298.4545,0,0,Human
109476,6714779,6687.2041,0,0,Human
109480,6851661,4590.5,0,0,Human
109514,7782948,7319.7143,2,1,Human
109522,6829118,10726.8333,2,1,Human
109537,7413327,5586.4583,5,1,Human
109546,6949934,0,0,0,Human
109554,6323769,5302.1958,2,1,Human
109559,6790427,9183.15,1,1,Human
109566,7571279,6850.0556,5,1,Human
109591,6321097,7224.057,3,1,Human
109594,7288321,789,0,0,Human
109656,7486350,4519.7349,2,1,Human
109661,6696206,7366.3833,0,0,Human
109671,4013326,6059.4138,3,0,Human
109808,6211659,6814,1,1,Human
109829,4201722,8593.5435,1,1,Human
109846,4217989,2247.8947,0,0,Bot
109868,6731279,5925.5172,0,0,Human
109878,6660696,2220.3571,0,0,Human
109898,7328979,8056.3333,0,0,Human
109902,7801258,5772.7327,0,0,Human
110017,7344131,6538.25,0,0,Human
110090,7409706,0,0,0,Human
110104,7640207,2058.6,0,0,Human
110109,7603432,4832.2683,0,0,Human
110143,6671440,2647.8226,0,0,Human
110150,7624297,3912.8,0,0,Human
110166,6859065,503.3333,0,0,Human
110180,6618047,0,0,0,Human
110198,7761193,0,0,0,Human
110237,7768099,8122.7599,2,1,Human
110256,7691526,4361.9839,0,0,Human
110270,7800953,5356.3452,0,0,Human
110279,3860480,6197.8558,1,0,Human
110317,6252773,8125.9167,0,0,Human
110358,6245758,2642.2143,0,0,Human
110406,7755390,0,0,0,Human
110462,6260293,27482,0,0,Human
110474,4512670,6005.0731,2,1,Human
110482,7216152,0,0,0,Human
110507,6862899,2475.7895,0,0,Human
110512,6105500,6005.8626,1,0,Human
110526,6453019,2329.8889,0,0,Human
110552,7093056,5648,2,0,Human
110597,6545201,4023.0714,0,0,Human
110606,7145728,3748.7679,0,0,Human
110691,7798007,6152.1791,1,0,Human
110721,7214926,568,0,0,Bot
110741,7505232,2082.6429,0,0,Human
110767,7024808,11104.4444,0,0,Human
110850,6353030,1635.8125,0,0,Human
110869,6746889,6215,0,0,Human
110930,6885564,2446,0,0,Human
110931,6615933,0,0,0,Human
110939,6296026,25073.6667,1,0,Bot
110948,6576769,3721.4842,0,0,Human
110963,6134002,4130.2027,1,1,Human
110971,6274216,5026.3895,0,0,Human
110972,7393145,0,0,0,Human
111018,6142051,4914.6316,0,0,Human
111062,7481654,4769.2857,0,0,Human
111080,6490780,203,0,0,Human
111099,7806432,7755.4545,1,0,Human
111100,6135689,3707.6579,3,1,Human
111118,6939232,2893.75,0,0,Human
111123,7775941,3311.6364,0,0,Human
111127,6584459,5917.3106,2,1,Human
111151,6490238,5344.8947,0,0,Human
111187,6169221,9648.3548,0,0,Human
111190,6206472,5792.4035,0,0,Human
111252,6450397,3693,0,0,Human
111257,3375074,6216.4,0,0,Human
111260,785371,3270.2857,0,0,Human
111301,7770124,4695.5,1,1,Human
111331,6848490,4622.4186,2,1,Human
111365,7131566,2741.3214,5,1,Human
111371,7131566,4135.8448,0,0,Human
111407,7511807,5360.3333,0,0,Human
111420,6545307,312,0,0,Human
111424,6884469,6522.3208,0,0,Human
111438,6148040,3356.6923,1,0,Human
111441,7434276,4217.9444,0,0,Human
111446,2144015,5245.6163,2,0,Human
111462,6969976,2293.125,3,1,Human
111463,7102186,8272,0,0,Bot
111467,6269219,1277.7333,0,0,Human
111537,2534007,3478.6226,1,0,Human
111586,6697267,4644.4444,3,1,Human
111607,6927931,5296.5916,2,0,Human
111611,6365090,5279.3333,0,0,Human
111619,2813438,6248,0,0,Human
111624,6335344,4201.5,0,0,Human
111650,7058917,6089.0298,0,0,Human
111702,6545090,1645.4722,1,0,Human
111740,7806432,1849.5,0,0,Human
111741,7688730,6242.15,3,1,Human
111757,7412490,0,0,0,Human
111778,7058838,2831.5,0,0,Human
111785,6877127,1954.6857,0,0,Human
111814,7364397,2552.6,0,0,Human
111817,6667261,7413.5,0,0,Human
111854,7224309,4674.6338,0,0,Human
111883,7021584,2265.3,2,1,Human
111884,7796785,6463.74,0,0,Human
111913,6364153,5516.9038,0,0,Human
111942,6334623,3895.3352,1,0,Human
111960,6983015,6006.56,1,1,Human
111995,6795359,695,0,0,Human
112005,6588188,4183.5177,2,1,Human
112168,6704301,2988,0,0,Human
112169,7717911,6007.0496,5,1,Human
112190,7134461,12234,0,0,Human
112245,7579444,5799.3023,3,1,Human
112247,6639200,2407.375,0,0,Human
112257,6808620,3324.7609,1,1,Human
112261,6291099,2594.1111,0,0,Human
112265,6311522,6925.4941,3,0,Human
112267,6119272,5141.3782,0,0,Human
112271,6863635,3743,0,0,Human
112302,6527266,4861.1143,0,0,Human
112328,6712891,0,0,0,Human
112331,6639529,11416.5,0,0,Bot
112334,6690010,228,1,0,Human
112381,6756694,3034.3333,1,0,Human
112397,7400038,7671.2188,0,0,Human
112405,7331220,2336.9048,0,0,Human
112425,6825560,7618.8696,0,0,Human
112479,2142423,6533.7937,2,1,Human
112497,6615476,3286.9375,0,0,Human
112500,7688730,4158.6,2,1,Human
112534,6204080,5081.0185,0,0,Human
112539,6631486,3887.8,2,1,Human
112559,6669580,0,0,0,Human
112581,6349350,6820.4955,0,0,Human
112608,6963875,5739.3707,0,0,Human
112619,6711835,0,0,0,Human
112662,7351112,5,0,0,Human
112714,7379413,6118.4545,2,1,Human
112747,7551263,5778.9375,0,0,Human
112768,6586071,2328.6667,0,0,Human
112804,7462397,3614.2,0,0,Human
112807,6313414,13192,0,0,Human
112815,6355950,8106.8077,1,0,Human
112884,5580233,703,0,0,Human
112902,6390924,5358.6286,0,0,Bot
112906,6306198,0,2,1,Human
112965,4126485,7209.65,0,0,Human
112973,4014617,6655.7097,3,1,Human
112975,6343535,0,0,0,Human
112981,7640845,2472.625,2,1,Human
112993,7775885,6432.2143,0,0,Human
113016,6186582,4273.7372,0,0,Human
113060,7617584,5398.0435,0,0,Human
113063,6857461,7440.6739,3,0,Human
113077,7281935,61.5086,0,0,Human
113089,6471665,4715.8889,1,1,Human
113180,6679899,0,0,0,Human
113187,4868506,7850.5738,1,0,Human
113196,6556801,5169.3964,1,0,Human
113199,6922813,4845.1827,5,1,Human
113254,6781974,3468.9694,3,1,Human
113282,7206164,2934.5,0,0,Human
113382,7765242,0,0,0,Human
113428,3865131,5396,0,0,Human
113442,4730972,4257.8069,3,1,Human
113452,6565861,6581,1,0,Human
113456,6446577,5406.7353,0,0,Human
113468,7570163,7874.8333,0,0,Human
113479,6947974,0,2,1,Human
113515,6632555,89,0,0,Human
113562,6932771,868.3,0,0,Human
113627,6705100,7199.8595,0,0,Human
113654,7045168,5016.6087,0,0,Human
113717,6703091,5114.1111,2,0,Human
113742,7349993,4350.6667,0,0,Human
113746,7413153,3298.0667,0,0,Human
113756,6673553,6026.4535,0,0,Human
113782,6944802,5839.7877,4,1,Human
113795,7399425,5202.6105,3,1,Human
113805,7248173,5242.6377,3,1,Human
113808,7469312,1794,4,1,Human
113817,6776358,7517,0,0,Human
113837,6618864,3896.3785,0,0,Bot
113840,6781087,0,0,0,Human
113863,6716423,1970.2727,0,0,Human
113867,6703091,5437.1871,4,1,Human
113871,6563604,7954.3678,3,1,Human
113879,6550190,0,0,0,Bot
113885,6681578,1225,0,0,Human
113896,6790523,0,0,0,Bot
113911,3737772,0,0,0,Human
113912,7040485,6022.618,3,1,Human
113963,6526863,2523.3043,2,1,Bot
113998,6894816,5097.8125,5,1,Human
114072,7088203,5089.9463,3,0,Human
114076,2492909,5051.7541,1,1,Human
114098,6660696,5224.7952,2,1,Human
114110,7005007,0,0,0,Human
114113,7478284,933,2,0,Human
114127,7346788,6611.7629,2,0,Human
114138,7124274,12342.75,2,1,Human
114178,7766626,0,0,0,Human
114227,5104240,5797.7903,0,0,Human
114266,7459147,5965.7692,2,1,Human
114296,6966526,5996.5,2,1,Human
114322,6776909,1762.6,0,0,Human
114327,6492924,7592.1854,1,0,Human
114329,4762633,6322.2343,3,1,Human
114338,6908128,0,0,0,Human
114380,7574133,3471,1,0,Human
114426,6435091,1855.1429,0,0,Human
114444,6180971,5437.2,0,0,Human
114456,6683905,3911.75,0,0,Human
114467,6623498,5870.16,2,1,Human
114468,7513888,0,0,0,Human
114501,6620854,6720,0,0,Human
114504,6283050,651,1,1,Human
114507,6389773,6081.5,0,0,Human
114513,7678424,5804.8,0,0,Human
114543,4776331,3438.5909,0,0,Human
114544,6326393,4401.4545,1,0,Human
114546,6710482,3726,5,1,Human
114550,7203840,6819.5493,0,0,Human
114574,7487569,4872.8921,1,0,Human
114579,6588031,0,0,0,Human
114607,3354540,8605.3667,0,0,Human
114621,6644555,6360.7971,2,1,Human
114637,6320454,11890,0,0,Human
114667,4115991,0,0,0,Human
114671,5881359,6180.7333,0,0,Human
114693,6694525,11384.3077,0,0,Human
114695,7296388,4397.4967,4,1,Human
114698,6848626,9482,1,1,Human
114702,5025827,7682.6949,3,0,Human
114705,7539778,4676.4286,0,0,Human
114726,3998162,5431.0824,0,0,Human
114729,6719537,2526.3333,0,0,Human
114736,2129067,7604.0687,3,1,Human
114745,3587734,7483.1509,2,1,Human
114783,6278505,9561.625,3,1,Human
114803,6611004,5947.8,0,0,Human
114810,6677376,6498.12,1,1,Human
114812,6658772,4543.4463,3,1,Human
114818,6885234,11580.6667,0,0,Human
114824,7422756,0,0,0,Human
114900,7412490,2328.6667,0,0,Human
114926,6640273,0,0,0,Human
114967,7625954,5286,0,0,Human
114986,7160224,1694.8155,0,0,Human
114991,4822396,0,0,0,Human
114993,6287376,3289.0179,0,0,Human
114995,6673339,0,0,0,Human
115001,7149333,0,0,0,Human
115003,7149333,985.8,0,0,Human
115026,6882254,7761.3913,0,0,Human
115029,7450693,6627,0,0,Human
115053,6222717,0,0,0,Human
115055,6785833,0,0,0,Bot
115057,7462342,817.25,0,0,Human
115065,6666161,4840.134,5,1,Human
115099,6876556,604,0,0,Human
115120,7424958,0,0,0,Human
115134,7886520,2249.5,0,0,Human
115140,7842972,7116.0345,3,1,Human
115148,7872295,4356.651,3,1,Human
115196,6590269,5602.8624,3,1,Human
115223,7529047,9546.3529,2,0,Human
115227,7619803,6204.3115,2,1,Human
115238,7883475,7972.6667,0,0,Bot
115266,7706508,5164.8182,1,0,Bot
115304,7222213,0,1,1,Bot
115310,6287376,8057.9762,2,1,Human
115318,7897377,5604,0,0,Human
115331,7124601,148,0,0,Human
115332,7869946,2745.2934,0,0,Human
115339,7651264,5242.0387,6,1,Human
115340,7847356,3766.2632,1,0,Human
115343,7795584,2870,1,0,Human
115354,7897486,2661.125,1,0,Human
115359,7182820,9460.5714,0,0,Human
115360,7143160,5896,0,0,Human
115362,6820039,635,0,0,Human
115374,7507544,3498.9615,1,1,Human
115378,7800714,6415.4286,0,0,Human
115393,7277544,0,0,0,Human
115397,7897754,3656.8636,0,0,Human
115409,7877647,5981.7568,2,1,Human
115412,7801677,5468.2094,4,1,Human
115442,6481098,2478.5,0,0,Human
115461,4079500,2160.1429,1,0,Human
115462,6673341,0,0,0,Human
115483,6356578,5630,1,0,Human
115503,6535209,13563.1538,1,0,Human
115510,6256246,7991.28,1,1,Human
115515,7860301,0,0,0,Human
115518,7548068,0,0,0,Human
115529,7756292,5774.5068,4,1,Human
115534,7828880,6048.617,0,0,Human
115562,7851011,4231.0714,0,0,Human
115569,7323010,6597.3478,2,0,Human
115574,7825339,6776.8323,1,0,Human
115585,7360113,5489.5,1,1,Human
115611,6645055,3502.375,0,0,Human
115615,7865474,0,0,0,Human
115652,7850658,0,0,0,Human
115655,7898841,6426,0,0,Human
115657,7582531,6310.9091,1,0,Human
115667,7475664,3055.6,0,0,Human
115681,7518777,5089.6406,0,0,Human
115682,7839881,5442.8171,1,0,Human
115725,7816355,10402.2308,0,0,Human
115796,7899399,10416.5,0,0,Human
115799,7899266,4917.0361,0,0,Human
115849,7555817,8392.8333,0,0,Human
115860,3631834,4986.2857,2,1,Human
115880,7899807,5466.5,0,0,Human
115895,5502519,5830.4483,1,0,Human
115908,6384345,5894.7529,4,0,Human
115924,6498330,4800.5548,4,1,Human
115926,7528590,6588.9787,1,0,Human
115940,4363761,9176.3333,1,0,Human
115952,6121310,4838.7857,0,0,Human
115964,6381039,4864.3245,2,1,Human
115972,7468618,790,1,0,Human
115986,6789071,7103.7097,0,0,Human
115990,7858281,3120.9063,3,1,Human
116000,6528080,5069.5286,4,1,Human
116012,7838305,11205,0,0,Human
116032,7895335,8432.7148,0,0,Human
116034,7854210,168,2,1,Human
116044,6694859,5499.6769,3,0,Human
116063,6555546,2097.3333,0,0,Human
116066,7620232,5957.2593,2,1,Human
116073,6386448,1793.2857,2,1,Human
116076,7813731,5422.0833,4,1,Human
116111,6786091,0,0,0,Human
116139,7850047,5895,0,0,Human
116193,7058828,1968.3158,1,1,Human
116194,6432583,0,0,0,Human
116204,6684052,3891.6667,0,0,Human
116245,6470398,6599.6422,3,1,Human
116291,6526686,6712.4178,2,0,Human
116321,7899304,0,0,0,Human
116367,2969798,7057.3978,1,0,Human
116369,7484408,11077.6,0,0,Human
116396,7420527,4823,0,0,Human
116410,3728561,7729.3103,3,0,Human
116427,7814845,5915.8689,0,0,Human
116440,7215517,6028.9024,0,0,Human
116448,6603978,6362.8182,0,0,Human
116455,7830888,5613.4444,0,0,Human
116524,7472544,5412.0477,3,1,Human
116545,7771860,4111.4492,1,0,Human
116624,6670397,0,0,0,Human
116675,6706866,1375,0,0,Human
116702,6762046,5038.2222,0,0,Bot
116764,3653679,0,0,0,Human
116826,7844281,5615.2,0,0,Human
116838,7421629,4039,0,0,Human
116854,7839881,4704.914,2,0,Human
116905,6878566,5862.8649,2,1,Human
116910,7878500,3768.2464,5,1,Human
116921,7880100,6273.4605,0,0,Human
116926,7878461,8987.5743,2,1,Human
116931,7181138,10113.75,1,0,Human
116959,7176579,8673.7083,1,0,Human
116970,7877434,4509.2166,0,0,Human
116978,7904417,3966.2632,0,0,Human
116980,7741777,4935.5441,0,0,Bot
117023,6253766,0,0,0,Human
117035,7873242,5048.8438,0,0,Human
117049,7904723,8094.2308,0,0,Human
117056,6287519,5714.392,1,0,Human
117068,6648031,2699.8889,0,0,Human
117073,7904802,15689,0,0,Human
117076,6846292,4629.087,1,0,Human
117078,7865020,2573.8333,2,1,Human
117089,7794513,8004.5286,0,0,Human
117190,7571959,5681.6481,1,0,Human
117236,7221000,13623.5,1,1,Human
117239,7905712,7198.4286,0,0,Human
117247,7647331,1665.5038,2,1,Human
117263,7905723,12815,0,0,Human
117272,7501564,836,0,0,Human
117277,6926328,3307.459,0,0,Human
117285,7834247,7389.0299,3,1,Human
117300,7775650,7001.5185,0,0,Human
117313,7895239,4137.5333,0,0,Human
117351,7299278,1093,0,0,Human
117361,6963875,3516.2553,2,1,Human
117365,6588132,4049.75,0,0,Human
117406,6619804,5549.2396,7,1,Human
117439,6759479,7518.1964,2,1,Human
117471,7907532,5324,3,0,Human
117514,6333775,6776.1333,0,0,Human
117555,7642005,9695.5714,1,0,Human
117558,7875429,6061.7059,1,0,Bot
117561,7591244,0,0,0,Human
117570,6739481,7131.8636,0,0,Human
117577,7724340,646,0,0,Human
117582,7841098,5270.5,0,0,Human
117628,6645020,1779.8571,0,0,Human
117661,7692407,2840.3103,2,1,Human
117683,7826525,3924.4048,0,0,Human
117728,7303335,7246.3191,0,0,Bot
117745,7871038,6485.8148,0,0,Human
117749,6321770,4938.13,2,1,Bot
117776,7909731,5415.2254,0,0,Human
117792,6833434,5732.3214,0,0,Human
117824,7897487,4347.5,0,0,Human
117853,7402993,5134.75,0,0,Human
117871,7498709,5932.303,0,0,Human
117908,2895748,7493.2903,0,0,Human
117909,6553024,4547.5741,5,1,Human
117920,6433455,9433.9375,0,0,Human
117980,873370,0,0,0,Human
118017,7873948,9563.8333,0,0,Bot
118027,7911467,6230.9091,0,0,Human
118041,7173703,2281,1,0,Human
118065,6610782,7830.561,0,0,Human
118098,7863387,6907.9683,0,0,Human
118112,6104051,1839.4,2,1,Human
118114,6633952,8498.7805,1,0,Human
118129,6711605,3197.2081,0,0,Human
118148,7768322,6956.5802,3,1,Human
118171,6636801,2807.125,0,0,Human
118212,6673342,0,0,0,Human
118243,7483334,3003.0331,1,0,Human
118269,7854210,957.5,2,1,Human
118387,7841211,7978.744,1,0,Human
118434,6887110,0,0,0,Human
118445,6703696,0,0,0,Bot
118486,7763504,8601.7273,0,0,Human
118538,6681578,3402.9153,1,0,Human
118603,6125057,5428.6,0,0,Human
118626,7053569,1110.125,0,0,Human
118655,7820481,6362.7857,0,0,Human
118657,7083824,8114.6,0,0,Human
118698,7915320,6616.2692,1,0,Human
118709,6692546,119696.8519,0,0,Bot
118732,7780506,4616.5714,1,0,Human
118763,7863261,142,0,0,Human
118775,7916586,5262.5,0,0,Human
118782,7857018,0,0,0,Human
118791,7826246,5764.2432,2,1,Human
118798,6617926,4052.7016,3,1,Human
118808,7903613,10550.7636,1,0,Bot
118814,6698174,5467,0,0,Human
118832,6579380,130.5,0,0,Human
118838,7606237,4898.5702,0,0,Human
118842,6587272,0,0,0,Human
118862,7916918,6351.2841,0,0,Human
118911,6631099,6261.7143,3,1,Bot
118971,7787738,6185.0476,2,1,Human
118989,4653335,6419.9008,2,1,Human
119020,4114193,5987.5455,1,0,Human
119026,6420769,8147.3,2,1,Human
119031,7775941,6475.2852,0,0,Human
119117,6434998,9172.5305,0,0,Human
119185,6711650,0,0,0,Human
119219,6498668,0,0,0,Human
119221,6502934,7633.7945,0,0,Human
119238,6560587,7966.5313,0,0,Bot
119255,7919402,7357.6984,1,0,Human
119274,7919383,4040.42,1,0,Human
119285,6290379,2071,0,0,Human
119326,6576096,5779.0435,0,0,Human
119389,7866875,5607,0,0,Human
119390,7848828,5886.8833,2,0,Human
119399,7831167,0,0,0,Human
119527,7765551,0,0,0,Human
119532,7920650,4379.7333,1,0,Human
119555,7766708,5786.2188,1,0,Human
119569,7640207,5356.5704,4,1,Human
119651,4685668,2196.7692,1,1,Human
119697,7855255,5166.5216,4,1,Human
119737,7723023,5157.5075,0,0,Human
119748,7922137,5338.1667,1,0,Human
119783,6637578,2585.8258,0,0,Human
119784,7537847,4525.2318,0,0,Human
119798,3578248,0,0,0,Bot
119800,7837649,6732.0464,2,1,Human
119855,7717788,2608.4167,0,0,Human
119864,7403696,0,0,0,Human
119870,7759395,8329.2368,2,1,Human
119880,7431307,782,0,0,Human
119885,6283966,6281.1243,2,1,Human
119895,7213248,3003.6316,0,0,Human
119902,7775650,3578.5,0,0,Human
120021,7923898,4776.8673,5,1,Human
120023,7671386,2153.5417,3,1,Human
120030,7924001,8095.1818,0,0,Human
120036,3870300,6754.9681,0,0,Human
120103,6597068,11115.8,0,0,Human
120107,7749992,52.3333,1,1,Human
120143,6404974,6819.3333,1,0,Human
120148,7913586,0,0,0,Bot
120152,7697935,0,1,0,Bot
120209,2460785,15261.8571,0,0,Human
120214,7197201,4109.7347,0,0,Human
120237,7923924,4733.2236,0,0,Human
120248,7298008,5334.8571,0,0,Human
120268,7422004,2250.4211,0,0,Human
120273,7842383,2839.75,0,0,Human
120277,7914907,4782.1287,2,0,Human
120282,7331220,2717.6969,3,1,Human
120306,7926379,1596.5,0,0,Human
120364,6885552,0,1,0,Human
120375,7747991,8220.7568,2,1,Human
120389,7067600,5871,0,0,Human
120391,6763260,6059.35,1,0,Human
120402,7067600,2415.8,1,1,Human
120428,7913696,5523.6667,1,1,Human
120449,6955749,0,1,1,Human
120473,7166925,2995,2,1,Human
120477,7916481,10171.8333,0,0,Human
120481,7927620,5667.5662,0,0,Human
120483,7927620,3088.3919,1,0,Human
120490,7924233,296,1,0,Human
120509,6353158,9134,0,0,Human
120614,6652591,2625.0741,0,0,Human
120640,6706514,0,0,0,Human
120645,7928747,7901.5092,0,0,Human
120651,7686133,6540.5,0,0,Human
120673,4535589,9207.7205,5,1,Human
120706,6257711,0,1,0,Human
120730,6432409,2937.9722,0,0,Human
120742,7897754,2180.1667,0,0,Human
120745,6959359,7404.3625,1,0,Human
120754,6328207,1497.6667,0,0,Human
120797,4550933,7372.8889,0,0,Human
120801,6405987,7783.0722,0,0,Human
120802,3397054,6733.25,0,0,Human
120812,6390856,0,0,0,Human
120848,7929937,10446,0,0,Human
120896,7870668,6122.5953,4,1,Human
120901,7588562,4840.5979,1,0,Human
120904,6906736,3386.7,0,0,Human
120909,6590690,7303.5333,1,0,Human
120981,7924182,8351.7517,0,0,Human
120996,7924182,7110.3333,0,0,Human
121074,7418331,0,0,0,Human
121143,7879384,4543.5465,0,0,Human
121161,6317088,4997.6486,2,0,Human
121209,6291048,7794.747,0,0,Human
121225,6835178,5284.4239,0,0,Human
121237,6698040,6331.082,1,0,Human
121279,7252465,1791.3,1,1,Human
121316,7774162,4487.5233,0,0,Human
121358,7932704,9737,0,0,Human
121362,6766396,3303.1176,0,0,Human
121367,6714256,7227.0357,1,0,Human
121381,7122148,8139.6964,3,0,Human
121382,6261427,1986.6667,0,0,Human
121391,6553990,8990.1667,0,0,Human
121453,6595742,5652.3462,0,0,Human
121539,6710198,11276.3636,0,0,Human
121550,7933354,5854.546,0,0,Human
121615,7642831,7015.4857,3,1,Human
121627,7933759,7231.5,0,0,Human
121667,7934080,5713,0,0,Human
121713,6175082,5934.7077,1,0,Human
121740,7802445,9873.8,0,0,Human
121823,6707953,0,0,0,Human
121890,7203999,4976.2555,4,1,Human
121892,7648439,7185.4617,1,0,Human
