Actor,A_Acc,Login_day_count,Logout_day_count,Playtime,playtime_per_day,avg_money,Login_count,ip_count,Max_level,Type
112247,6639200,43,43,45505,1058.2558,7985.6005,72,18,32,Human
112257,6808620,28,31,356908,11513.1613,2519.5909,60,26,38,Human
112261,6291099,32,32,89425,2794.5313,8053.2107,74,19,51,Human
112265,6311522,88,84,3561537,42399.25,9492.9981,371,9,55,Human
112267,6119272,43,43,1041213,24214.2558,35874.3903,168,4,55,Human
112271,6863635,4,4,21259,5314.75,6215.569,9,4,51,Human
112302,6527266,38,38,345949,9103.9211,26958.4005,102,21,50,Human
112328,6712891,25,25,53236,2129.44,523.4389,37,12,40,Human
112331,6639529,81,81,250382,3091.1358,129273.8695,193,4,45,Bot
112334,6690010,44,44,117151,2662.5227,44503.3984,109,12,51,Human
112381,6756694,9,10,62392,6239.2,1839.2246,26,7,42,Human
112397,7400038,51,46,460183,10003.9783,29657.8407,68,28,53,Human
112405,7331220,42,42,73183,1742.4524,14653.7661,75,16,31,Human
112425,6825560,33,33,375027,11364.4545,11571.6842,97,20,50,Human
112479,2142423,37,38,817548,21514.4211,30575.085,65,20,55,Human
112497,6615476,17,17,81633,4801.9412,32944.0801,31,14,36,Human
112500,7688730,50,50,16509,330.18,438.0297,79,33,32,Human
112534,6204080,87,87,1141504,13120.7356,73762.5107,523,1,42,Human
112539,6631486,12,12,79520,6626.6667,21020.6414,29,5,50,Human
112559,6669580,21,20,32011,1600.55,31858.8845,51,4,27,Human
112581,6349350,69,70,1520130,21716.1429,295258.8929,210,23,55,Human
112608,6963875,65,63,812077,12890.1111,40604.7255,207,14,52,Human
112619,6711835,39,39,25622,656.9744,25403.9327,70,10,48,Human
112662,7351112,14,14,11592,828,20143.3251,23,5,50,Human
112714,7379413,21,21,176084,8384.9524,6632.1811,38,16,44,Human
112747,7551263,8,7,73025,10432.1429,387.0782,12,9,30,Human
112768,6586071,33,33,255920,7755.1515,27363.0003,92,3,41,Human
112804,7462397,17,18,28350,1575,740.8747,25,5,50,Human
112807,6313414,10,10,11208,1120.8,10638.9828,10,8,45,Human
112815,6355950,44,45,171202,3804.4889,33147.688,81,11,52,Human
112884,5580233,44,44,11473,260.75,733.8578,59,12,31,Human
112902,6390924,32,32,192922,6028.8125,5467.311,52,11,51,Bot
112906,6306198,60,60,12461,207.6833,36971.196,112,17,15,Human
112965,4126485,57,54,1540095,28520.2778,161836.8144,223,26,55,Human
112973,4014617,31,33,267776,8114.4242,35289.5236,117,15,50,Human
112975,6343535,36,36,12968,360.2222,17785.2884,57,21,50,Human
112981,7640845,12,12,130027,10835.5833,4468.2533,20,6,51,Human
112993,7775885,8,8,50302,6287.75,1179.6923,13,9,51,Human
113016,6186582,85,84,1770939,21082.6071,77544.691,286,56,55,Human
113060,7617584,24,23,221141,9614.8261,2357.3162,30,2,51,Human
113063,6857461,74,73,728362,9977.5616,17053.589,228,46,55,Human
113077,7281935,67,67,37636,561.7313,5685.976,164,35,31,Human
113089,6471665,14,14,48280,3448.5714,110.8253,23,7,16,Human
113180,6679899,61,61,440212,7216.5902,59089.6871,214,12,43,Human
113187,4868506,74,74,839064,11338.7027,12446.2046,186,28,55,Human
113196,6556801,40,39,1313933,33690.5897,7445.9744,136,6,55,Human
113199,6922813,63,64,1920699,30010.9219,10808.1647,549,8,55,Human
113254,6781974,23,23,384577,16720.7391,2256.8544,85,13,42,Human
113282,7206164,60,60,435049,7250.8167,7885.4049,129,4,21,Human
113382,7765242,56,56,25444,454.3571,34638.2469,77,22,10,Human
113428,3865131,2,2,12120,6060,3610.9898,4,2,27,Human
113442,4730972,83,83,1566583,18874.494,143215.9411,313,21,55,Human
113452,6565861,53,53,809950,15282.0755,5079.0225,242,9,48,Human
113456,6446577,36,36,159697,4436.0278,677.6091,58,20,39,Human
113468,7570163,41,41,112131,2734.9024,30149.8654,99,11,51,Human
113479,6947974,34,34,11034,324.5294,4855.8097,57,7,50,Human
113515,6632555,77,76,549263,7227.1447,91117.1284,405,12,34,Human
113562,6932771,82,82,383868,4681.3171,69188.1544,369,9,33,Human
113627,6705100,79,80,614660,7683.25,10379.5706,293,12,52,Human
113654,7045168,43,43,309502,7197.7209,21933.538,102,11,47,Human
113717,6703091,46,46,93551,2033.7174,5514.0923,100,34,36,Human
113742,7349993,9,10,34035,3403.5,1187.9542,14,10,51,Human
113746,7413153,24,26,306933,11805.1154,8632.1527,103,16,43,Human
113756,6673553,28,28,549553,19626.8929,11541.0426,129,16,51,Human
113782,6944802,86,86,2854214,33188.5349,4800.264,530,4,55,Human
113795,7399425,88,88,2447977,27817.9205,9108.975,842,46,55,Human
113805,7248173,57,61,999379,16383.2623,43249.2349,163,6,55,Human
113808,7469312,87,87,1640883,18860.7241,218368.5851,589,34,55,Human
113817,6776358,9,9,16566,1840.6667,51146.5904,13,2,51,Human
113837,6618864,87,87,1306052,15012.092,108362.8246,858,27,55,Bot
113840,6781087,24,24,20454,852.25,58436.6079,29,2,51,Human
113863,6716423,21,21,37257,1774.1429,34560.5919,36,8,36,Human
113867,6703091,67,68,988794,14541.0882,6573.0318,301,50,51,Human
113871,6563604,40,41,745554,18184.2439,6552.1431,185,4,50,Human
113879,6550190,4,3,194073,64691,4791.7899,8,1,50,Bot
113885,6681578,22,22,10986,499.3636,10070.1881,49,16,25,Human
113896,6790523,5,6,330386,55064.3333,3792.6668,12,1,41,Bot
113911,3737772,8,8,23486,2935.75,1203.7649,10,6,42,Human
113912,7040485,24,24,504365,21015.2083,20967.9126,78,7,50,Human
113963,6526863,63,63,78288,1242.6667,7064.9573,115,12,36,Bot
113998,6894816,68,69,310403,4498.5942,10128.7383,192,2,51,Human
114072,7088203,80,81,1784882,22035.5802,54507.9366,461,12,53,Human
114076,2492909,45,45,189618,4213.7333,73402.9589,119,19,51,Human
114098,6660696,84,84,1820610,21673.9286,9243.3891,325,30,55,Human
114110,7005007,45,44,41789,949.75,6358.2849,84,16,34,Human
114113,7478284,75,75,76674,1022.32,128887.0993,250,3,51,Human
114127,7346788,83,87,1926230,22140.5747,94469.0552,373,20,55,Human
114138,7124274,25,25,244377,9775.08,1116.2872,126,2,50,Human
114178,7766626,10,10,24776,2477.6,2749.8321,14,6,50,Human
114227,5104240,69,69,999148,14480.4058,35178.6605,217,38,55,Human
114266,7459147,65,68,636611,9361.9265,7122.6013,224,18,54,Human
114296,6966526,28,28,28483,1017.25,527.0256,43,10,50,Human
114322,6776909,9,9,37277,4141.8889,470.1835,14,9,41,Human
114327,6492924,57,58,1457626,25131.4828,6624.5906,433,16,52,Human
114329,4762633,63,63,785715,12471.6667,37946.9132,350,33,52,Human
114338,6908128,9,9,29532,3281.3333,948.8965,18,7,39,Human
114380,7574133,9,9,29854,3317.1111,403.3119,9,9,51,Human
114426,6435091,13,13,14099,1084.5385,1620.7828,23,9,40,Human
114444,6180971,9,9,24471,2719,1074.1,18,7,50,Human
114456,6683905,11,11,15439,1403.5455,2528.8647,26,10,38,Human
114467,6623498,67,68,652083,9589.4559,76519.0281,285,12,52,Human
114468,7513888,33,33,22652,686.4242,871.6958,59,22,38,Human
114501,6620854,15,18,86591,4810.6111,449.7831,21,3,26,Human
114504,6283050,31,31,96140,3101.2903,73057.0543,66,2,35,Human
114507,6389773,22,23,224059,9741.6957,3033.9652,55,11,51,Human
114513,7678424,5,6,87694,14615.6667,832.3186,12,4,25,Human
114543,4776331,12,12,173182,14431.8333,935.0301,39,11,32,Human
114544,6326393,32,32,51428,1607.125,14369.3934,63,30,39,Human
114546,6710482,20,20,201115,10055.75,204364.4218,35,1,44,Human
114550,7203840,29,27,490969,18184.037,26972.4731,41,12,51,Human
114574,7487569,61,61,1853149,30379.4918,5579.6309,278,27,55,Human
114579,6588031,7,6,520481,86746.8333,10475.9661,13,6,34,Human
114607,3354540,58,56,775557,13849.2321,13636.7308,137,59,55,Human
114621,6644555,55,59,360739,6114.2203,7672.6998,257,46,53,Human
114637,6320454,9,10,91095,9109.5,2361.9553,14,6,44,Human
114667,4115991,48,49,391585,7991.5306,78110.4393,104,11,48,Human
114671,5881359,17,17,119529,7031.1176,1969.8638,28,2,27,Human
114693,6694525,49,49,88477,1805.6531,244531.5204,129,2,33,Human
114695,7296388,58,60,684737,11412.2833,7390.0926,188,53,54,Human
114698,6848626,27,27,18318,678.4444,60201.5945,52,2,51,Human
114702,5025827,59,66,1503949,22787.1061,82001.9454,241,7,55,Human
114705,7539778,11,10,52418,5241.8,20049.2345,13,10,41,Human
114726,3998162,64,59,607404,10294.9831,5583.9136,161,25,52,Human
114729,6719537,11,11,33520,3047.2727,3329.7624,18,9,33,Human
114736,2129067,67,74,2138019,28892.1486,13263.4428,198,1,52,Human
114745,3587734,81,78,1094344,14030.0513,27466.4364,266,51,52,Human
114783,6278505,74,74,192204,2597.3514,30290.4276,230,1,47,Human
114803,6611004,10,9,34151,3794.5556,9917.2353,17,3,50,Human
114810,6677376,24,25,114698,4587.92,8406.5557,43,25,51,Human
114812,6658772,69,68,610464,8977.4118,14335.7901,279,25,53,Human
114818,6885234,39,39,119513,3064.4359,11303.7195,71,18,51,Human
114824,7422756,65,65,108678,1671.9692,17277.4956,135,2,34,Human
114900,7412490,32,32,39351,1229.7188,912.1045,47,2,35,Human
114926,6640273,23,23,12896,560.6957,156252.1387,27,2,15,Human
114967,7625954,66,65,217474,3345.7538,41965.7176,164,14,43,Human
114986,7160224,62,63,277268,4401.0794,6328.6792,138,12,13,Human
114991,4822396,34,34,40806,1200.1765,0,59,1,3,Human
114993,6287376,63,63,327724,5201.9683,38297.422,136,32,42,Human
114995,6673339,14,14,25660,1832.8571,0,21,1,6,Human
115001,7149333,44,44,35768,812.9091,6593.3972,79,23,30,Human
115003,7149333,37,37,73417,1984.2432,4819.17,65,16,45,Human
115026,6882254,57,58,438764,7564.8966,7909.8385,212,5,52,Human
115029,7450693,4,4,10991,2747.75,13471.1628,4,4,51,Human
115053,6222717,34,34,26286,773.1176,1449.0549,66,27,21,Human
115055,6785833,9,9,544219,60468.7778,3727.3036,25,3,39,Bot
115057,7462342,75,75,43693,582.5733,171665.6408,316,2,28,Human
115065,6666161,65,65,936529,14408.1385,63001.0442,326,69,53,Human
115099,6876556,41,41,36242,883.9512,1778.3786,64,11,27,Human
115120,7424958,46,46,13497,293.413,37653.5403,52,12,10,Human
115134,7886520,13,13,262994,20230.3077,6002.5192,49,10,51,Human
115140,7842972,47,46,874987,19021.4565,5501.0044,117,51,53,Human
115148,7872295,86,86,2602676,30263.6744,7522.154,473,2,55,Human
115196,6590269,69,67,1584997,23656.6716,3439.3821,204,1,55,Human
115223,7529047,33,33,93762,2841.2727,34154.611,45,1,51,Human
115227,7619803,44,44,812718,18470.8636,29709.8422,141,7,55,Human
115238,7883475,2,2,13714,6857,124.1367,5,1,43,Bot
115266,7706508,29,28,328889,11746.0357,13080.1717,53,1,52,Bot
115304,7222213,23,23,166620,7244.3478,9859.3534,78,2,35,Bot
115310,6287376,67,65,1058914,16290.9846,27748.6965,306,38,55,Human
115318,7897377,14,16,112871,7054.4375,139.4256,20,18,26,Human
115331,7124601,2,2,24492,12246,643.599,5,3,30,Human
115332,7869946,88,88,2007233,22809.4659,88748.6601,416,6,55,Human
115339,7651264,65,62,920416,14845.4194,5632.8389,134,52,54,Human
115340,7847356,10,10,77685,7768.5,425.7376,23,5,51,Human
115343,7795584,13,13,14767,1135.9231,19987.1179,23,2,50,Human
115354,7897486,11,11,52762,4796.5455,1341.5776,16,11,42,Human
115359,7182820,30,30,201585,6719.5,4552.1624,61,5,43,Human
115360,7143160,6,6,26147,4357.8333,16569.6847,24,5,41,Human
115362,6820039,33,33,114627,3473.5455,2828.7463,64,8,51,Human
115374,7507544,37,37,213978,5783.1892,1931.5246,100,9,42,Human
115378,7800714,62,63,969750,15392.8571,13230.4825,176,42,55,Human
115393,7277544,3,3,11484,3828,11339.423,7,3,35,Human
115397,7897754,43,44,119503,2715.9773,1474.6951,124,26,32,Human
115409,7877647,73,73,826288,11319.0137,5174.9119,255,21,51,Human
115412,7801677,70,71,1532481,21584.2394,18527.4491,509,11,55,Human
115442,6481098,8,8,43444,5430.5,897.2553,15,9,45,Human
115461,4079500,22,22,45221,2055.5,821.0347,33,2,37,Human
115462,6673341,8,8,13157,1644.625,0,11,1,1,Human
115483,6356578,6,6,19735,3289.1667,591.8747,7,2,51,Human
115503,6535209,51,52,261631,5031.3654,7293.5387,187,2,46,Human
115510,6256246,43,43,538037,12512.4884,8716.1636,153,2,55,Human
115515,7860301,78,77,6030071,78312.6104,27920.4151,108,2,55,Human
115518,7548068,1,1,14927,14927,241.9403,2,1,29,Human
115529,7756292,81,82,2159195,26331.6463,2476.1327,263,40,55,Human
115534,7828880,18,18,433499,24083.2778,37934.8729,40,7,54,Human
115562,7851011,29,30,335601,11186.7,17185.91,51,5,54,Human
115569,7323010,67,63,1647087,26144.2381,5012.7885,242,48,55,Human
115574,7825339,84,84,1519483,18089.0833,11032.1008,201,42,55,Human
115585,7360113,5,5,51250,10250,1566.1037,24,4,38,Human
115611,6645055,10,9,19110,2123.3333,745.1079,10,7,41,Human
115615,7865474,8,8,14508,1813.5,16619.9866,44,7,34,Human
115652,7850658,4,5,12670,2534,2057.3319,5,2,50,Human
115655,7898841,2,2,13409,6704.5,13735.2855,3,2,51,Human
115657,7582531,40,40,206196,5154.9,31091.8913,66,11,51,Human
115667,7475664,7,7,11952,1707.4286,556.8118,9,6,39,Human
115681,7518777,30,29,406762,14026.2759,3003.3374,52,18,53,Human
115682,7839881,78,78,967956,12409.6923,20097.7515,356,35,52,Human
115725,7816355,77,79,395153,5001.9367,34944.7285,244,7,51,Human
115796,7899399,3,3,24860,8286.6667,8472.1408,2,3,51,Human
115799,7899266,79,80,1389287,17366.0875,144387.3182,352,32,55,Human
115849,7555817,15,15,104822,6988.1333,76999.2129,25,3,51,Human
115860,3631834,80,78,1596099,20462.8077,6543.3932,207,24,55,Human
115880,7899807,6,6,48508,8084.6667,1141.0161,25,7,51,Human
115895,5502519,58,54,926531,17157.9815,17506.181,208,27,53,Human
115908,6384345,86,87,2823621,32455.4138,31013.2216,427,23,55,Human
115924,6498330,80,78,1455907,18665.4744,19217.8921,339,17,55,Human
115926,7528590,28,26,218823,8416.2692,1302.9429,34,19,42,Human
115940,4363761,41,41,162101,3953.6829,50937.1768,81,5,51,Human
115952,6121310,52,52,164317,3159.9423,149283.9792,143,8,50,Human
115964,6381039,46,45,785108,17446.8444,3127.7434,211,25,47,Human
115972,7468618,2,3,28907,9635.6667,1240.3117,8,2,50,Human
115986,6789071,82,83,1301576,15681.6386,33878.7462,327,32,55,Human
115990,7858281,24,23,502213,21835.3478,746.7715,51,13,44,Human
116000,6528080,62,63,1317247,20908.6825,139057.2405,279,12,55,Human
116012,7838305,28,30,169367,5645.5667,14868.5856,45,4,52,Human
116032,7895335,80,80,2228452,27855.65,8495.5151,311,69,55,Human
116034,7854210,73,73,35510,486.4384,138447.8837,173,10,10,Human
116044,6694859,84,85,1653269,19450.2235,11664.6562,292,33,55,Human
116063,6555546,52,53,2049827,38675.9811,7339.2537,118,15,52,Human
116066,7620232,34,35,142105,4060.1429,4434.3304,94,16,51,Human
116073,6386448,8,8,15830,1978.75,6870.2283,14,9,37,Human
116076,7813731,46,47,443700,9440.4255,11281.6399,136,30,52,Human
116111,6786091,19,18,22355,1241.9444,25039.9775,20,5,50,Human
116139,7850047,1,1,11381,11381,5345.008,0,1,37,Human
116193,7058828,12,12,113767,9480.5833,978.7207,19,11,28,Human
116194,6432583,42,42,31407,747.7857,40260.3066,63,20,47,Human
116204,6684052,57,57,119438,2095.4035,36044.2396,160,16,45,Human
116245,6470398,78,77,1922795,24971.3636,3260.7009,373,32,55,Human
116291,6526686,48,48,1516961,31603.3542,5458.9567,395,14,51,Human
116321,7899304,46,46,54978,1195.1739,691.0854,99,9,40,Human
116367,2969798,43,42,409370,9746.9048,30449.1623,168,23,50,Human
116369,7484408,31,30,109400,3646.6667,1544.2401,69,2,51,Human
116396,7420527,4,4,24570,6142.5,10766.1125,3,5,42,Human
116410,3728561,84,87,1647514,18936.9425,13854.51,218,18,55,Human
116427,7814845,73,75,628604,8381.3867,10673.3383,153,51,53,Human
116440,7215517,35,37,233399,6308.0811,149108.7084,87,11,51,Human
116448,6603978,36,37,113984,3080.6486,2636.813,111,29,39,Human
116455,7830888,78,79,2070982,26214.962,31656.4355,230,18,55,Human
116524,7472544,87,88,3813606,43336.4318,11843.6953,442,7,55,Human
116545,7771860,67,66,2045026,30985.2424,78943.7868,294,32,55,Human
116624,6670397,14,14,20148,1439.1429,48573.5553,30,5,10,Human
116675,6706866,51,51,17778,348.5882,101483.5322,99,28,34,Human
116702,6762046,28,30,73344,2444.8,114643.6321,55,6,40,Bot
116764,3653679,15,15,34419,2294.6,6808.5932,22,4,31,Human
116826,7844281,38,38,94880,2496.8421,25843.0894,66,27,51,Human
116838,7421629,6,6,12789,2131.5,14162.216,21,1,24,Human
116854,7839881,75,75,782836,10437.8133,18500.0484,332,36,53,Human
116905,6878566,52,52,300061,5770.4038,3858.9871,158,2,51,Human
116910,7878500,35,33,465544,14107.3939,18006.1092,103,24,51,Human
116921,7880100,34,32,512981,16030.6563,71894.831,81,17,53,Human
116926,7878461,35,36,949765,26382.3611,3325.6051,118,38,52,Human
116931,7181138,10,10,94541,9454.1,7419.9047,18,10,51,Human
116959,7176579,9,9,229748,25527.5556,3991.606,33,9,50,Human
116970,7877434,88,88,1614392,18345.3636,27703.2752,710,19,55,Human
116978,7904417,33,34,251706,7403.1176,4378.1213,76,20,48,Human
116980,7741777,77,77,1333444,17317.4545,655324.0525,541,7,55,Bot
117023,6253766,42,41,54146,1320.6341,6938.8463,92,3,23,Human
117035,7873242,42,42,371863,8853.881,3858.3805,94,39,51,Human
117049,7904723,49,49,710975,14509.6939,8536.615,78,48,55,Human
117056,6287519,47,49,651640,13298.7755,27944.0229,148,25,51,Human
117068,6648031,30,30,34838,1161.2667,1165.2237,62,6,50,Human
117073,7904802,1,1,19223,19223,127.8331,1,1,29,Human
117076,6846292,75,75,2245484,29939.7867,10874.7603,567,36,55,Human
117078,7865020,13,13,55932,4302.4615,2802.9491,20,10,51,Human
117089,7794513,32,34,715682,21049.4706,28586.5659,78,16,54,Human
117190,7571959,62,63,735543,11675.2857,17759.7024,186,97,53,Human
117236,7221000,28,28,86081,3074.3214,47146.3669,59,6,33,Human
117239,7905712,46,47,675048,14362.7234,70415.5558,175,6,53,Human
117247,7647331,59,56,263764,4710.0714,980.4449,107,23,51,Human
117263,7905723,49,49,36821,751.449,102229.8726,81,5,50,Human
117272,7501564,17,17,27323,1607.2353,1403.7528,21,10,21,Human
117277,6926328,41,40,402570,10064.25,8738.3408,103,27,44,Human
117285,7834247,63,68,933548,13728.6471,58929.8908,179,58,53,Human
117300,7775650,59,58,859275,14815.0862,20164.4732,186,28,52,Human
117313,7895239,10,10,51715,5171.5,5408.5723,12,10,51,Human
117351,7299278,88,88,726119,8251.3523,51383.8648,400,6,37,Human
117361,6963875,48,46,272454,5922.913,42893.8518,107,11,43,Human
117365,6588132,14,14,31495,2249.6429,30162.3932,15,10,41,Human
117406,6619804,36,35,509518,14557.6571,15031.6114,111,16,51,Human
117439,6759479,42,46,660694,14362.913,21632.3561,132,14,55,Human
117471,7907532,14,14,23486,1677.5714,1113.7591,22,6,42,Human
117514,6333775,62,62,1228239,19810.3065,3255.5334,302,67,55,Human
117555,7642005,8,9,71759,7973.2222,2782.3425,16,6,50,Human
117558,7875429,41,39,2118702,54325.6923,36328.8687,80,7,55,Bot
117561,7591244,87,87,1419631,16317.5977,9128.1681,448,4,33,Human
117570,6739481,32,32,392983,12280.7188,2551.5544,56,14,50,Human
117577,7724340,35,35,81429,2326.5429,18555.5626,60,18,47,Human
117582,7841098,8,9,149479,16608.7778,11924.9002,16,3,50,Human
117628,6645020,23,23,30531,1327.4348,1727.5377,62,13,38,Human
117661,7692407,20,20,104145,5207.25,2110.8478,31,9,35,Human
117683,7826525,34,36,334207,9283.5278,98068.177,59,7,53,Human
117728,7303335,37,36,553081,15363.3611,3407.2274,90,11,52,Bot
117745,7871038,18,18,143120,7951.1111,7668.252,24,8,51,Human
117749,6321770,77,77,1927448,25031.7922,4656.4228,283,10,52,Bot
117776,7909731,22,22,307982,13999.1818,1084.0857,47,27,48,Human
117792,6833434,22,22,115705,5259.3182,31773.5884,70,6,50,Human
117824,7897487,6,6,24894,4149,378.1223,15,1,30,Human
117853,7402993,14,14,18350,1310.7143,885.5954,15,14,48,Human
117871,7498709,34,34,513430,15100.8824,6160.8985,80,22,51,Human
117908,2895748,55,55,568667,10339.4,9215.1643,190,33,51,Human
117909,6553024,87,87,3148814,36193.2644,74091.0106,367,13,55,Human
117920,6433455,36,35,281094,8031.2571,11625.324,89,4,52,Human
117980,873370,46,46,146022,3174.3913,61413.1154,133,18,38,Human
118017,7873948,80,79,5535320,70067.3418,36312.5047,107,12,55,Bot
118027,7911467,13,13,129154,9934.9231,1394.3651,20,1,47,Human
118041,7173703,33,33,67086,2032.9091,10954.2533,77,18,10,Human
118065,6610782,47,45,925465,20565.8889,5927.9325,133,39,53,Human
118098,7863387,29,29,351074,12106,88524.2693,60,19,52,Human
118112,6104051,13,13,91185,7014.2308,7190.3712,68,4,42,Human
118114,6633952,77,70,457187,6531.2429,18135.7821,206,8,52,Human
118129,6711605,84,84,1622557,19316.1548,13906.3727,514,21,55,Human
118148,7768322,85,87,1752532,20144.046,133861.1005,266,6,55,Human
118171,6636801,5,5,47638,9527.6,81.4244,18,5,34,Human
118212,6673342,7,6,46096,7682.6667,0,7,1,1,Human
118243,7483334,31,33,494542,14986.1212,3552.6001,51,22,39,Human
118269,7854210,76,76,119063,1566.6184,144963.965,195,11,10,Human
118387,7841211,84,79,1649017,20873.6329,24105.894,242,42,55,Human
118434,6887110,9,9,14625,1625,2642.9287,13,4,50,Human
118445,6703696,12,12,899405,74950.4167,10610.6028,35,4,50,Bot
118486,7763504,10,9,110349,12261,200052.522,20,8,50,Human
118538,6681578,60,59,1203214,20393.4576,135206.2942,273,46,52,Human
118603,6125057,9,9,51111,5679,81714.6807,15,4,48,Human
118626,7053569,23,23,25504,1108.8696,450.6959,50,15,27,Human
118655,7820481,7,8,77719,9714.875,778.5919,14,6,51,Human
118657,7083824,12,12,41684,3473.6667,355.1973,16,11,51,Human
118698,7915320,45,43,172339,4007.8837,10579.5323,128,37,51,Human
118709,6692546,80,75,6013202,80176.0267,21684.7435,100,5,55,Bot
118732,7780506,12,10,96502,9650.2,10694.9146,23,4,52,Human
118763,7863261,4,4,32161,8040.25,9033.3179,6,4,44,Human
118775,7916586,3,3,26248,8749.3333,1533.6906,7,3,45,Human
118782,7857018,11,11,11163,1014.8182,39969.077,21,2,50,Human
118791,7826246,26,28,204089,7288.8929,6957.2379,58,18,51,Human
118798,6617926,82,82,1893220,23088.0488,7106.8433,508,7,53,Human
118808,7903613,43,44,560449,12737.4773,13375.8909,128,4,53,Bot
118814,6698174,8,8,164204,20525.5,545.738,13,10,30,Human
118832,6579380,70,70,16843,240.6143,317556.0369,141,4,14,Human
118838,7606237,82,85,1968368,23157.2706,28489.3325,317,14,55,Human
118842,6587272,38,39,16987,435.5641,22032.8684,65,7,50,Human
118862,7916918,58,58,648664,11183.8621,3693.9107,184,30,53,Human
118911,6631099,20,20,634043,31702.15,30564.0942,114,2,50,Bot
118971,7787738,28,27,179301,6640.7778,9572.9319,53,3,52,Human
118989,4653335,78,73,1431836,19614.1918,23377.0694,219,13,55,Human
119020,4114193,30,30,312466,10415.5333,32719.7457,60,2,52,Human
119026,6420769,26,26,82810,3185,8648.5198,40,24,51,Human
119031,7775941,83,82,1658553,20226.2561,25784.5438,391,32,55,Human
119117,6434998,84,83,2263339,27269.1446,23281.9803,492,3,55,Human
119185,6711650,14,14,27172,1940.8571,1030.2946,18,2,36,Human
119219,6498668,19,19,19689,1036.2632,21041.9771,27,14,24,Human
119221,6502934,63,65,650480,10007.3846,192507.7072,138,4,52,Human
119238,6560587,25,26,367210,14123.4615,5544.293,66,17,50,Bot
119255,7919402,26,28,292136,10433.4286,12258.9762,54,19,51,Human
119274,7919383,21,20,184859,9242.95,12619.1807,25,17,40,Human
119285,6290379,12,12,65004,5417,1215.8855,21,11,39,Human
119326,6576096,36,36,267129,7420.25,14755.9315,79,15,51,Human
119389,7866875,1,1,10964,10964,92.1723,1,1,35,Human
119390,7848828,27,26,375090,14426.5385,20326.7325,55,12,51,Human
119399,7831167,2,2,11557,5778.5,54.2768,4,3,24,Human
119527,7765551,17,17,89437,5261,978.0082,32,12,39,Human
119532,7920650,12,12,56878,4739.8333,6536.3481,16,12,29,Human
119555,7766708,17,17,204730,12042.9412,1496.1116,38,12,51,Human
119569,7640207,84,83,1348219,16243.6024,51611.8698,598,22,55,Human
119651,4685668,45,45,215863,4796.9556,28084.8736,149,16,51,Human
119697,7855255,80,78,1495019,19166.9103,43692.1587,348,51,55,Human
119737,7723023,25,24,229461,9560.875,1429.9153,84,21,41,Human
119748,7922137,42,39,521909,13382.2821,6452.3707,68,12,53,Human
119783,6637578,77,77,456276,5925.6623,355412.4679,313,2,42,Human
119784,7537847,83,82,3009633,36702.8415,23177.8108,389,50,55,Human
119798,3578248,9,9,481844,53538.2222,653.6479,22,3,37,Bot
119800,7837649,77,77,1195202,15522.1039,8588.1221,599,22,54,Human
119855,7717788,65,65,112991,1738.3231,77877.2539,144,34,40,Human
119864,7403696,7,7,11896,1699.4286,7419.5055,19,8,33,Human
119870,7759395,72,72,261495,3631.875,22048.681,226,42,51,Human
119880,7431307,21,21,21188,1008.9524,2423.7016,37,12,49,Human
119885,6283966,56,55,1009451,18353.6545,55913.4617,171,26,54,Human
119895,7213248,36,36,610811,16966.9722,22907.8291,185,102,51,Human
119902,7775650,16,16,58336,3646,99.5574,23,10,21,Human
120021,7923898,49,47,635750,13526.5957,20595.4318,148,37,53,Human
120023,7671386,8,8,54991,6873.875,71.3089,13,9,37,Human
120030,7924001,45,44,426751,9698.8864,5714.3277,143,4,51,Human
120036,3870300,32,34,858855,25260.4412,12647.328,267,6,51,Human
120103,6597068,13,13,40215,3093.4615,10006.9148,20,4,50,Human
120107,7749992,2,2,23749,11874.5,131.1667,3,2,18,Human
120143,6404974,11,10,22500,2250,1129.0079,19,11,51,Human
120148,7913586,3,3,193810,64603.3333,7448.4845,5,1,50,Bot
120152,7697935,14,13,946928,72840.6154,5525.4595,33,4,40,Bot
120209,2460785,13,13,35209,2708.3846,134.2685,17,1,51,Human
120214,7197201,52,52,274302,5275.0385,5722.6733,139,2,39,Human
120237,7923924,74,76,1682575,22139.1447,30526.5935,342,25,55,Human
120248,7298008,39,40,560217,14005.425,57619.0426,141,23,54,Human
120268,7422004,24,24,439858,18327.4167,7844.7672,96,4,45,Human
120273,7842383,3,3,12508,4169.3333,167.4152,7,3,30,Human
120277,7914907,88,88,1911930,21726.4773,10950.0113,881,17,55,Human
120282,7331220,76,77,1746743,22684.974,25166.8829,367,30,42,Human
120306,7926379,22,23,88224,3835.8261,9538.2669,56,8,40,Human
120364,6885552,34,34,18745,551.3235,5118.4176,76,1,43,Human
120375,7747991,40,39,238285,6109.8718,7515.3049,110,13,51,Human
120389,7067600,20,20,116167,5808.35,148.7129,40,3,23,Human
120391,6763260,27,28,221708,7918.1429,7322.5826,57,8,52,Human
120402,7067600,14,13,40031,3079.3077,118.0903,23,3,34,Human
120428,7913696,12,12,22506,1875.5,175.3292,16,13,25,Human
120449,6955749,4,4,13355,3338.75,26520.1005,11,3,30,Human
120473,7166925,49,49,13290,271.2245,203889.3729,83,5,11,Human
120477,7916481,21,22,92933,4224.2273,19605.6064,43,10,51,Human
