Actor,A_Acc,Login_day_count,Playtime,playtime_per_day,avg_money,Social_diversity,Max_level,collect_max_count,exp_get_count_per_day,item_get_count_per_day,money_get_count_per_day,abyss_get_count_per_day,p_deg,f_deg,t_deg,m_deg,Avg_PartyTime,GuildAct_count,Type,Group
396831,10713904,86,6567984,78190.2857,3131.022,0.6909,55,0,2755.2143,1883.7976,1033.02381,13.9762,0,0,2,4,0,0,Bot,2
396837,10713797,88,6704972,78882.0235,2493.1384,0.6365,55,0,2825.2824,1842.0588,1237.141177,0,1,0,0,3,9345,0,Bot,2
396852,10528730,45,934184,20759.6444,2412.294,0.9748,50,0,432.2667,360.5111,157.3777778,67.8444,136,20,6,14,4604.2333,0,Bot,2
396884,6910901,24,167681,6986.7083,1446.9166,1.0711,41,0,174.5417,195.8333,56.16666667,33.0833,29,8,2,8,4239.3214,3,Bot,2
397015,10689383,88,6693254,84724.7342,880.6521,0,55,0,3356.1646,2109.4937,580.0126582,2.2278,1,0,6,1,4.6667,0,Bot,2
397017,10637155,88,6732939,84161.7375,196540.7269,0,55,0,3595.9,2424.3,855.1375,1.0625,0,0,32,5,0,0,Bot,2
397018,10625888,87,6781574,84769.675,1797.3204,0,55,0,3313.75,2126.6375,808.1875,0.45,1,0,6,4,12,0,Bot,2
397019,10689399,87,6864472,84746.5679,10291.0178,0.2821,55,0,3206.1111,2086.2716,595.345679,4.5802,2,0,6,4,5.7143,0,Bot,2
397208,10653334,88,6485363,80066.2099,5898.8901,0.8512,55,136,2765.7778,1814.3827,486.3333333,0.0247,8,0,9,7,117492.3103,0,Bot,2
397256,9415707,23,93076,3878.1667,3379.1246,1.5735,40,0,47.3333,16.6667,2.166666667,1.2917,29,12,4,5,2375.0556,2,Bot,2
397300,10436054,27,209152,7746.3704,10079.092,1.3205,42,0,111.2963,43.2222,128.5555556,60,39,6,9,17,5957.5714,0,Bot,2
397420,10656687,56,4057929,81158.58,10067.6702,0.4741,52,0,2105.62,1639.78,15.54,0,0,0,6,8,0,0,Bot,2
397459,10580795,88,6986811,80308.1724,63438.1755,0,55,0,3168,2548.5862,277.6666667,0.0345,0,0,0,4,0,0,Bot,2
397495,10693377,76,6075427,81005.6933,35550.4888,0,55,0,2636.0133,2074.64,234.8933333,149.12,0,0,11,0,0,0,Bot,2
397499,10693386,76,6171911,81209.3553,35397.088,0,55,0,3175.1711,2515.4605,313.0789474,112.9474,0,0,4,1,0,0,Bot,2
397500,10693392,74,6023352,81396.6486,28886.3289,0.4506,55,0,3243.9595,2593.8649,340.9864865,91,0,0,5,1,0,0,Bot,2
397551,10728776,88,6688063,83600.7875,33228.8338,0,45,0,3245.2125,2547.1625,405.8375,0,0,0,3,5,0,0,Bot,2
397553,10728691,88,6699128,83739.1,25597.9581,0,45,0,3282.375,2569.4125,388.9125,0.0125,0,0,2,5,0,0,Bot,2
397558,8130307,88,7115276,82735.7674,49843.1853,0.1896,55,0,3467.5,2251.3023,1745.755814,0,0,0,5,6,0,0,Bot,2
397571,10524104,84,6656622,83207.775,3139.7997,0.5527,55,0,2896.1375,1865.6125,2067.7125,189.9125,0,0,4,4,0,0,Bot,2
397620,9275223,32,689955,21561.0938,14473.1971,1.097,50,0,229.6875,80.5625,195.40625,110.9375,148,9,5,11,6254.7576,1,Bot,2
397628,10637546,53,3717000,74340,10135.6799,0,54,989,2415,1933.3,854.62,0.06,0,0,1,1,0,0,Bot,2
397732,10532895,18,649555,34187.1053,3710.3515,0,41,176,405.9474,332.4737,137.5789474,13.4211,1,0,0,3,950,0,Bot,2
397912,10697513,55,4207554,85868.449,13834.3444,0.1269,55,0,2445.3469,1899.3265,185,0,0,0,3,8,0,1,Bot,2
397931,10696559,61,4380082,82643.0566,15410.6093,0.1526,55,0,2537.3396,2012.566,235.6037736,0,0,0,3,9,0,1,Bot,2
397942,10696570,60,4358979,80721.8333,17340.8644,0.1119,55,0,2660.4815,2121.6296,292.7407407,0,0,0,3,8,0,1,Bot,2
398066,10729145,86,6981151,80243.1149,12588.347,0.2449,55,5161,2870.4598,2674.2414,37.57471264,52.954,0,0,3,16,0,0,Bot,2
398067,10729153,88,7140609,81143.2841,14666.7454,0.2433,55,6568,2990.625,3217.4205,513.3863636,33.2727,0,0,2,12,0,0,Bot,2
398153,10586632,76,5642276,85489.0303,23005.2165,0.6518,55,0,3095.697,2408.7424,296.7272727,0,0,0,4,9,0,0,Bot,2
398168,10586641,76,5556596,82934.2687,31764.4036,0.6923,55,0,3216.7015,2396.2985,36.19402985,0,0,0,8,12,0,0,Bot,2
398177,10586665,76,5756809,84658.9559,25687.045,0.4293,55,0,3137.7353,2430.8235,317.5735294,0,0,0,7,5,0,0,Bot,2
398352,10609941,78,3403908,44788.2632,133235.017,0.8415,10,0,0,29.5658,24.56578947,0,1,0,45,15,32,0,Bot,2
398538,10687843,21,64524,3072.5714,3041.4422,1.0186,32,0,16.8095,10.4286,1.142857143,0,4,4,2,1,1980.1333,1,Bot,2
398607,7525065,40,762968,18608.9756,8868.6383,0.8901,46,21,240.878,108.5122,148.5853659,83.2683,159,22,18,8,4250.1386,2,Bot,2
398671,10734540,51,1257301,24178.8654,18626.8406,0.9553,51,3525,490.1346,384.6538,109.9230769,63.3269,135,12,8,8,6071.8304,0,Bot,2
398764,10703432,8,17686,2210.75,44111.2968,1.1491,32,0,43.75,33.375,3.5,0.25,3,0,2,2,1629.3333,1,Bot,2
398798,10740082,3,25015,8338.3333,754.5735,1.273,33,0,119.6667,141,3,0,2,2,2,3,4924,0,Bot,2
398811,10703432,7,11594,1656.2857,53754.5822,1.0986,27,0,7.1429,8.7143,5.285714286,6.8571,1,0,3,2,953.3333,1,Bot,2
398885,10646666,87,6814804,79241.907,23102.8351,0,55,0,2988.3721,2328.2442,1.895348837,0,0,0,0,0,0,0,Bot,2
398997,10661270,84,6858596,85732.45,58448.7179,0,55,0,2677.625,2958.2125,745.925,0.025,0,0,0,5,0,0,Bot,2
399254,8235082,40,517849,13278.1795,2885.614,0.9652,42,0,164.8718,71.2821,99.41025641,84.0769,170,12,11,10,2922.7476,3,Bot,2
399361,4000858,4,22622,5655.5,2115.5274,1.0906,33,6,57.25,19.5,7.75,0,6,2,1,4,2997,0,Bot,2
399541,10178104,88,6902355,80259.9419,16975.6735,1.1,55,0,2916.8488,2476.9186,195.5465116,199.7093,14,0,8,5,7153.7647,2,Bot,2
399545,6735942,43,329793,7669.6047,92361.3661,1.0513,50,0,172.186,58.0233,126.1860465,168.6977,70,10,10,4,4437.3571,0,Bot,2
399590,7414292,47,1034148,22003.1489,206522.2486,0.7816,51,0,440.1064,165.8936,290.8510638,418.0851,51,12,21,5,4147.3532,0,Bot,2
399824,2977939,11,40820,4082,2351.7226,0.3046,37,0,53.2,26.5,68.7,32.7,21,0,2,3,2919.125,0,Bot,2
399833,10749947,12,655996,59636,618.0609,0.138,50,0,1429.2727,1124.9091,6.272727273,0.1818,0,0,0,11,0,0,Bot,2
399965,10172987,14,22557,1611.2143,45428.2836,1.2206,36,0,5,82.5714,2.714285714,0,2,0,1,5,17977.5,0,Bot,2
399978,10719933,50,3098785,61975.7,11778.9707,0.3251,51,0,1589.58,1347.48,43.12,0,0,0,1,4,0,0,Bot,2
400030,10713985,22,11640,529.0909,360011.4375,0,10,0,0,16.7727,2.136363636,0,0,0,5,0,0,0,Bot,2
400326,2561685,28,269168,9613.1429,19769.4528,0.949,45,0,275.3214,370.0357,45.14285714,5.1429,7,2,11,14,1858.7403,2,Bot,2
400427,8727522,9,16615,1846.1111,1828.0532,0.6837,31,0,26.2222,19.1111,1.111111111,0,3,0,1,0,2424.7143,1,Bot,2
400585,8104240,8,13812,1726.5,13799.6309,1.1935,36,0,13,5.75,0.625,0,3,2,0,4,2954.75,1,Bot,2
400646,10752245,85,6661816,83272.7,18223.2836,0,55,0,2385.275,2045.4,452.7625,0.0875,0,0,1,1,0,0,Bot,2
400654,8410718,87,6543472,81793.4,18845.6213,0.1849,55,0,2931.0875,2417.8125,864.275,0.1,0,0,1,1,0,0,Bot,2
400741,6519844,27,45080,1669.6296,20099.6281,0.6693,34,0,31.1481,28.1852,1.62962963,4.1481,21,0,11,2,2699.0968,0,Bot,2
400882,8224723,22,33773,1535.1364,6310.4338,0,32,0,2.8182,1.6818,0.227272727,0,6,0,0,2,1393.6667,0,Bot,2
400978,3212294,73,2137944,29693.6667,111604.9522,1.0082,55,944,671.7083,832.0278,174.5,225.4167,151,8,41,17,7488.4818,4,Bot,2
401058,10758804,86,6831696,84341.9259,15536.0108,0.2078,51,0,5102.4815,3824.1235,1.814814815,0,0,0,4,5,0,0,Bot,2
401063,10758834,86,6810793,84083.8642,15020.6857,0.2181,51,0,4948.5309,3700.4444,1.802469136,0,0,0,3,5,0,0,Bot,2
401064,10759236,86,6744277,84303.4625,14481.6648,0.1967,55,0,4320.725,3383.725,2.0125,0,0,0,3,5,0,0,Bot,2
401065,10636451,20,25055,1252.75,321529.5885,0,10,0,0,35.45,3.2,0,0,0,9,5,0,0,Bot,2
401091,10753380,28,424736,10618.4,6013.6005,0.1297,30,0,32.35,1.4,9.3,32.3,7,0,0,4,1207.6907,0,Bot,2
401094,10757603,29,441104,10758.6341,5435.6783,0.1269,30,0,28.0732,2.0244,7.756097561,28.0732,9,0,0,5,1227.875,0,Bot,2
401096,10753396,28,413421,11173.5405,4991.4816,0.5603,30,0,28.3784,1.3784,8.540540541,28.3514,8,0,0,4,1698.5644,0,Bot,2
401098,10753407,29,403917,10629.3947,5503.6699,0.5388,30,0,28.6579,1.1842,8.52631579,28.6316,4,0,0,4,1471.3878,0,Bot,2
401101,10753418,28,420123,10503.075,6255.1221,0.5703,30,0,31.1,1.325,9.075,30.975,3,0,0,4,1510.4343,0,Bot,2
401104,10753426,28,402454,10590.8947,4516.2122,0.5451,30,0,28.8684,1.2632,8.157894737,28.8421,3,0,0,4,1633.396,0,Bot,2
401105,10757596,29,412966,10588.8718,4900.4866,0.5541,30,0,28.2051,1.2051,8.128205128,28.1538,3,0,0,4,1833.1881,0,Bot,2
401120,10560612,30,355271,10449.1471,1874.2974,0,30,0,3.1471,1.6471,2.705882353,3.0882,6,0,0,4,2620.2353,0,Bot,2
401122,10599796,31,326366,9889.8788,1062.5819,0.5196,30,0,3.4545,2.3939,1.454545455,3.4242,7,0,1,5,2440.7949,0,Bot,2
401136,10746408,88,6846408,81504.8571,60419.6386,0,44,0,4054.8452,2681.5119,3580.678571,0.4286,0,0,13,4,0,0,Bot,2
401138,10746422,88,6814889,81129.631,11047.2928,0,44,0,3633.1071,2263.4286,3618.904762,0.369,0,0,7,4,0,0,Bot,2
401236,10431611,19,207516,10921.8947,1779.8091,1.3497,30,0,422.8421,599.5263,48.10526316,38.2632,34,20,3,5,5065,0,Bot,2
401253,10688387,50,221368,4427.36,1556.4492,1.35,35,0,32.02,18.56,11,5.9,99,10,52,7,4126.7798,3,Bot,2
401255,4558749,47,28379,603.8085,10377.0293,1.0818,25,0,0,0.2553,0.404255319,0,46,0,19,7,4279.4364,0,Bot,2
401309,10760805,14,438427,33725.1538,1747.5686,0.6365,35,196,1220.8462,1518.4615,20.53846154,0.1538,3,2,2,3,1174.6667,0,Bot,2
401332,10761145,45,570275,12672.7778,69248.4218,0,10,0,0,0,19.33333333,0,1,0,2,2,57,0,Bot,2
401340,10581992,68,5110727,76279.5075,7329.0581,0,55,0,2530.0597,1448.209,2351.41791,79.4925,0,0,14,7,0,0,Bot,2
401343,10582014,68,5174010,77224.0299,7734.3327,0.0616,55,0,2602.5075,1598.2836,2328.537313,143.2537,0,0,15,3,0,0,Bot,2
401347,10756129,86,6516428,77576.5238,8337.4307,0,55,0,1847.3452,3009.619,12.19047619,0,0,1,16,1,0,0,Bot,2
401348,10756106,84,6547684,81846.05,34.4779,0,55,0,1665.45,2706.3625,2.625,0,0,0,6,2,0,0,Bot,2
401349,10756114,83,6456099,77784.3253,12.1886,0,55,0,1683.7108,2819.1205,2.530120482,0,0,0,6,1,0,0,Bot,2
401351,10756123,84,6524698,81558.725,7.1035,0,55,0,1665.3625,2783.9375,2.825,0,0,0,6,3,0,0,Bot,2
401373,10477362,87,6968127,79183.2614,1740.5655,0,55,6524,2061.625,5414.0909,37.10227273,4.0341,0,0,0,9,0,0,Bot,2
401389,6909322,16,45777,2861.0625,607.8122,0.6109,23,0,49.875,48.4375,17.25,0.125,10,0,0,1,3579.9,0,Bot,2
401399,10761241,88,7052988,82011.4884,3616.1713,0.6504,55,0,2396.5349,2536.1163,2.406976744,0.2326,1,0,2,7,12,0,Bot,2
401403,10178115,88,6924048,79586.7586,28634.092,1.2625,55,492,2851.1954,2580.6667,248.137931,195.908,27,0,12,7,6059.6818,3,Bot,2
401442,10758738,87,6960576,81889.1294,37791.6674,0.6836,55,355,3053.1882,2670.8,1252.635294,0.4235,0,0,11,9,0,0,Bot,2
401446,10758819,87,7013659,82513.6353,24567.613,1.1222,55,0,2726.2353,1944.2353,1552.929412,702.8,8,0,2,6,78014.5769,2,Bot,2
401451,10758782,86,7075204,83237.6941,27180.2169,0.673,55,0,2560.5059,2126.0706,772,123.5882,0,0,3,6,0,0,Bot,2
401563,6530783,15,215003,15357.3571,55633.5738,1.0617,41,279,222.9286,215.9286,11.5,6.1429,6,2,6,3,2847.5263,0,Bot,2
401564,6912193,71,436067,6141.7887,1840.3598,0.9175,40,0,84.1831,51.5775,28.81690141,11.3521,136,24,10,7,2759.0222,1,Bot,2
401584,7354994,25,13827,553.08,228.6583,0.1985,25,0,0.24,0.56,0.76,0,17,0,1,2,3783.2083,1,Bot,2
401685,10763469,50,601288,9698.1935,643.7845,0.5202,25,0,6.1613,1.8548,6.064516129,5.9516,13,0,17,4,879.4065,0,Bot,2
401726,10704297,62,1087250,17536.2903,8956.9986,1.125,55,1333,426.4194,526.7419,155.1774194,87.5161,56,4,13,14,6491.9853,3,Bot,2
401732,10729116,87,6906087,79380.3103,17057.8153,0.2206,55,6133,2767.1954,3792.3103,23.51724138,3.5402,0,0,3,17,0,0,Bot,2
401771,9850116,30,137533,4584.4333,1337.2068,1.072,25,0,203.9,248.9667,5.566666667,0.3,3,2,6,6,1042,0,Bot,2
401800,9529581,26,32080,1233.8462,1486.6427,0.9743,22,0,23.5385,25.1538,2.884615385,0,4,2,1,1,2073.25,0,Bot,2
401917,9761196,85,6812266,79212.3953,608.6675,0,55,0,2496.8605,1470.4767,1801.116279,0,0,0,0,2,0,0,Bot,2
401938,10729163,88,7120085,80910.0568,13942.9704,0.1374,55,6275,3419.0114,3165.4773,130.6590909,19.1818,0,0,2,14,0,0,Bot,2
401992,9861137,67,5068864,76800.9697,5996.5131,0.5369,55,0,2906.7576,1819.2273,2442.863636,0,0,0,12,10,0,0,Bot,2
401994,10628096,88,6166474,78056.6329,22569.7075,0,55,0,2852.6835,2414.6203,305.3797468,0.443,0,0,3,1,0,0,Bot,2
402018,10368237,83,33818,407.4458,596527.4034,1.079,9,0,0,0.6627,2.554216868,0,3,0,3,4,360.3333,2,Bot,2
402031,10766991,88,7084556,84339.9524,41485.0345,0.358,55,0,4048.2262,3197.3095,16.58333333,0.0357,0,6,15,16,0,0,Bot,2
402039,10767012,88,7101979,83552.6941,28237.5149,0.045,55,0,3801.4118,2923.2706,39.72941177,0.0353,0,4,4,15,0,0,Bot,2
402073,10422600,3,29465,9821.6667,1610.5568,0.2896,30,0,175.3333,59.3333,87,75.3333,11,0,0,2,4528.1429,0,Bot,2
402097,10735644,88,1041041,11830.0114,195789.2022,0,10,0,0,0,33.09090909,0,0,0,0,5,0,0,Bot,2
402148,10768440,24,279730,11655.4167,92182.8114,1.2221,47,67,165.4583,144.5417,124.6666667,21.6667,42,4,8,6,6478.7805,2,Bot,2
402179,8445582,22,156990,7135.9091,1454.6647,1.0088,36,0,89.6364,108.4091,18.59090909,14.5909,17,0,1,2,3328.1429,1,Bot,2
402191,9275223,14,106767,6280.4118,988.7645,0.6661,37,0,78.4118,84.2353,43.94117647,19.2941,29,0,1,5,1858.2,0,Bot,2
402195,10767901,84,5809979,72624.7375,22539.176,0,53,0,1737.8625,1418.45,991.275,0,0,0,0,4,0,0,Bot,2
402197,10767917,88,6266344,72864.4651,25998.9557,0,55,0,2487.8605,2027.9302,1557.22093,0,0,0,0,6,0,0,Bot,2
402200,10768022,87,6722546,78169.1395,32136.6752,0,55,0,2464.0465,2002.6163,1343.011628,0,0,0,0,3,0,0,Bot,2
402218,10735413,87,6886684,81019.8118,6334.5493,0,55,0,4124.8706,2411.9882,3604.705882,0,0,0,2,1,0,0,Bot,2
402231,10735420,88,6916096,82334.4762,4771.8882,0,55,0,3763.4881,2100.7738,2572.357143,346.9286,2,0,1,1,94939.7,0,Bot,2
402263,10735423,87,6902381,83161.2169,6579.5595,0,55,0,4299.3012,2543.8916,3682,0,0,0,1,1,0,0,Bot,2
402320,10735450,87,6957158,83821.1807,10100.0343,0,55,0,3339.6145,1807.4458,2691.457831,592.9036,1,0,0,1,94939.7,0,Bot,2
402327,10767181,83,7112851,85697,83628.5517,0.586,55,0,3466.8916,3110.8795,2660.60241,208.1687,1,0,7,6,1542.5,0,Bot,2
402333,10767334,84,7113526,85705.1325,62691.1978,0.5994,55,0,3542.6747,3138.8313,2094.530121,215.3012,0,2,4,3,0,0,Bot,2
402341,9719812,88,7001086,84350.4337,26654.0453,0.1975,55,0,3786.8193,2756.5301,28.46987952,0.0361,0,4,11,16,0,0,Bot,2
402365,10759614,44,479831,10662.9111,24668.7449,0.7803,43,282,129.3111,83.9111,39.22222222,7.2667,68,10,1,6,3732.2418,0,Bot,2
402451,10539989,36,496901,13802.8056,5125.1113,0.8736,44,433,253.1111,173.2222,240.7222222,168.8611,99,14,5,8,4919.7684,1,Bot,2
402524,10768509,86,6416174,81217.3924,7963.2845,0,55,0,2258.2911,1965.3165,512.9746835,15.2405,0,0,0,3,0,0,Bot,2
402527,7987760,14,1006304,71878.8571,3569.8043,0.3251,45,0,3340.7857,2894.2857,19.71428571,1.4286,0,0,2,1,0,1,Bot,2
402541,10768515,87,6164299,77053.7375,8041.9554,0,55,0,1971.125,1687.9,492.875,12.2,0,0,0,4,0,0,Bot,2
402542,10771242,86,6474297,79929.5926,16498.3784,0.1849,55,0,2408.5556,2584.6667,502.1604938,0.1975,0,0,2,1,0,0,Bot,2
402550,6912193,55,135261,2459.2909,1326.2651,1.3659,30,0,39.2182,25.1455,21.72727273,8.4,39,2,7,5,5800.55,0,Bot,2
402738,10531051,68,4814222,67805.9437,61893.2339,0.5929,55,0,1943.662,1546.9577,273.7887324,0.0141,1,0,1,5,43,0,Bot,2
402781,10768528,59,571863,8935.3594,923.3789,0.4633,25,0,7.0313,1.4844,4.09375,6.8281,16,0,16,5,733.9669,0,Bot,2
402791,7898408,75,5767214,74898.8831,24398.3761,0.5686,55,0,1623.1039,2678.0519,2.233766234,0,0,0,12,10,0,0,Bot,2
402799,10731409,87,6791924,79904.9882,2335.0038,0,55,0,1682.3294,1103.5765,1101.058824,172.1294,0,0,4,3,0,0,Bot,2
402836,10755487,88,6830698,78513.7701,28274.0664,0,55,0,2919.023,2417.4483,2.862068966,26.4368,0,0,0,5,0,0,Bot,2
402949,10042652,7,545124,77874.8571,251.8081,0.9514,25,3684,7.5714,2484.4286,0.142857143,7.5714,6,0,7,2,75213,0,Bot,2
402967,10718602,85,6283162,76623.9268,3085.5826,0.9713,55,0,1678.2195,1888.5,511.1219512,5.6585,4,0,13,3,23830,0,Bot,2
403109,10771569,88,7182727,82560.0805,69387.8298,0.2411,55,7002,2602.1264,4192.8046,547.0689655,10.8621,1,0,12,9,23,0,Bot,2
403124,10368237,84,37378,444.9762,609596.1732,1.0397,9,0,0,0.5952,2.642857143,0,1,0,2,2,752,2,Bot,2
403127,7121993,9,29380,3672.5,3722.5298,0.6365,27,19,65.375,48.875,32.5,27.875,6,2,0,0,3015.6667,0,Bot,2
403130,10771585,88,7145098,83082.5349,52887.0524,0.0396,55,8779,3044.1628,3985.3953,68.72093023,0.0465,0,0,4,9,0,0,Bot,2
403141,10763667,88,6941572,78881.5,35120.9283,0,55,5162,1842.4091,3981.3864,169.6590909,0,0,0,1,5,0,0,Bot,2
403142,10763672,88,6939691,78860.125,28011.0997,0.2712,55,4153,1884.6705,3531.6705,185.5340909,0,0,0,2,5,0,0,Bot,2
403165,10766894,87,7104449,81660.3333,74285.2278,0.6792,55,0,3334.908,2957.0805,2273.931035,424.3908,0,0,9,6,0,0,Bot,2
403208,10776367,6,22305,4461,7696.3218,1.1196,34,0,8.6,9.6,2.8,5.6,3,0,2,3,2934,3,Bot,2
403323,6344535,6,40843,5834.7143,3589.0213,1.0729,37,0,45.1429,31.4286,7.428571429,5.2857,8,2,1,2,2236.25,0,Bot,2
403370,9675855,7,119225,19870.8333,33469.8042,0,29,0,318,282.3333,1.333333333,0.1667,0,0,0,1,0,0,Bot,2
403392,9675855,10,82100,8210,27977.771,0,30,0,187.2,167.5,2.7,2.3,1,0,0,7,3197,0,Bot,2
403485,10765729,86,997886,11603.3256,124791.1257,0,10,0,0,0.093,8.186046512,0,0,0,1,5,0,0,Bot,2
403521,10598210,76,6094853,78139.141,20631.3338,0,55,0,2640.9615,2118.2179,121.7435897,101.9231,0,0,3,4,0,0,Bot,2
403539,10701775,79,192214,2433.0886,49536.239,0,10,0,0,44.038,3.696202532,0,0,0,47,5,0,0,Bot,2
403542,10778538,66,3617582,53993.7612,37558.3082,1.1408,52,5045,281.3284,1939,146.4328358,85.3582,319,80,20,7,4189.3756,3,Bot,2
403633,10779904,88,6898892,85171.5062,6702.1308,0.7486,54,0,3227.0123,888.321,1677.716049,200.8765,3,0,0,7,70054.3205,1,Bot,2
403715,10042656,13,880212,67708.6154,5216.6903,0.6616,40,4524,4367.5385,5936.0769,3,0.9231,2,0,4,2,187600,0,Bot,2
403724,10042660,13,869901,79081.9091,5878.7457,0.6931,39,0,4587.8182,6177.4545,4.090909091,0,1,0,4,2,205,0,Bot,2
403869,10621550,87,6674514,81396.5122,820.5236,0,41,0,2535.3902,1972.4268,103.5243902,0.3293,1,0,5,5,9,0,Bot,2
403891,10768520,87,6549567,79872.7683,7905.9204,0,55,0,2087.9756,1802.439,471.2804878,13.9878,0,0,0,4,0,0,Bot,2
404003,10626915,87,7081052,84298.2381,17718.136,0.501,55,0,2699.3333,2099.1667,1023.261905,0,1,0,3,10,833,0,Bot,2
404175,6553349,26,31914,1227.4615,22102.0122,0.673,19,0,0,0.5385,0.538461539,0,0,0,1,3,0,0,Bot,2
404217,10772168,88,6845503,78683.9425,31399.0989,0,55,0,2847.5402,2304.1379,2.793103448,0.023,0,0,0,3,0,0,Bot,2
404308,10642029,77,3250109,42764.5921,141632.2189,0.4632,10,0,0,13.5789,30.23684211,0,2,0,51,11,53.5,0,Bot,2
404414,10588306,87,7012832,84491.9518,16270.3308,0.3009,55,0,3455.5783,2573.6265,2.65060241,1.1566,4,0,9,18,1227,0,Bot,2
404415,10588326,88,6926771,81491.4235,13233.4738,0.2816,55,0,3661.1882,2735.6118,2.176470588,0,4,0,9,16,254,0,Bot,2
404416,10588009,88,6960942,82868.3571,32369.0518,0.3346,55,0,3786.8452,2811.8452,2.678571429,1.1548,6,0,9,15,1591.8333,0,Bot,2
404418,10588287,87,6928764,83479.0843,11355.1284,0.2418,55,0,3322.6627,2516.8916,2.204819277,0,0,0,10,18,0,0,Bot,2
404446,10767824,88,7057332,81118.7586,31941.4794,0,55,0,4285.8736,3410.5172,721.7471264,0,0,0,2,4,0,0,Bot,2
404457,10530679,88,7095568,81558.2529,29780.3383,0.6931,55,0,3916.2069,3080.5402,2.068965517,0,0,0,2,5,0,0,Bot,2
404465,10530694,88,6967313,80084.0575,30709.8624,0,55,0,3887.8391,3072.2759,2.482758621,0,0,0,1,4,0,0,Bot,2
404471,10529811,88,7079257,81370.7701,30878.3299,0.5623,55,0,3867.2184,3041.8851,9.471264368,0,0,0,2,4,0,0,Bot,2
404486,10768035,81,6235289,76978.8765,19213.6957,0,53,0,1979.321,1623.5802,1183.728395,0,0,0,0,5,0,0,Bot,2
404497,10529801,88,7085044,81437.2874,33931.825,0.5623,55,0,4104.4253,3220.8621,4.183908046,0,0,0,2,5,0,0,Bot,2
404524,10529817,88,7099374,81602,29714.4001,0.673,55,0,4065.5057,3191.2759,2.103448276,0,0,0,2,5,0,0,Bot,2
404543,10529828,88,6890936,82034.9524,33321.3578,0,55,0,3824.131,3041.0357,90.27380952,0,0,0,2,6,0,0,Bot,2
404551,10529836,88,6911831,79446.3333,44455.7146,0.0652,55,0,4269.8736,3408.6782,885.6896552,0,1,0,20,4,110,0,Bot,2
404569,10619015,9,146759,16306.5556,11976.2726,0.8009,25,0,747,973,13.33333333,0,8,10,2,4,2627.4615,2,Bot,2
404655,10785467,76,365073,4803.5921,106082.952,0.1358,33,0,20.4211,50.5658,7.52631579,0.0263,3,0,29,5,2062.3333,0,Bot,2
404826,6911585,11,23861,2169.1818,5119.0253,0,30,0,64.8182,78.3636,14.63636364,62.7273,5,2,1,0,2454.6667,0,Bot,2
404892,10422170,54,584066,10816.037,8729.6157,1.1697,50,0,160.5556,137.0556,63.2037037,1.8333,48,14,0,6,6661.9091,2,Bot,2
405158,9675855,4,116967,29241.75,31788.0692,0,30,0,604.75,537.75,1.75,0.25,0,0,0,0,0,0,Bot,2
405242,10619069,88,1747783,19861.1705,256075.0433,1.4137,53,0,968.7273,955.8977,64.35227273,35.7727,78,32,30,20,3503.0667,0,Bot,2
405274,6602247,8,23967,2995.875,353.8493,0.9743,25,0,5.875,3.5,3.875,0,2,0,2,3,3177.2,1,Bot,2
405393,10790905,87,6916320,81368.4706,39044.074,0.9117,55,0,3326.8824,2499.8,2602.552941,577.2235,3,0,3,5,111987.25,0,Bot,2
405450,10086678,13,130022,10001.6923,2296.8015,0.9792,37,0,374.3077,521.4615,18.76923077,13.3077,12,0,3,7,3535.4545,0,Bot,2
405492,10558665,28,414234,10355.85,5367.065,0.5196,30,0,24.375,1.15,7.975,24.375,2,0,0,4,1705.6091,0,Bot,2
405496,10599758,30,413665,10606.7949,4840.6058,0.5644,30,0,22.4615,1.0513,6.307692308,22.3846,3,0,0,5,1609.1327,0,Bot,2
405510,9701542,84,6360469,79505.8625,20695.6111,0.5674,55,6337,3009.45,3009.8625,226.425,0.1,2,0,4,4,11761.5,0,Bot,2
405511,9701550,84,6798992,80940.381,19820.7022,0,53,6957,2758.869,3036.1429,122.8095238,0.3929,0,0,4,2,0,0,Bot,2
405529,6536360,15,466426,29151.625,24150.474,0,48,3881,1798.5,1541.1875,405.125,0,0,0,0,1,0,0,Bot,2
405532,6332613,88,7219142,82035.7045,41185.0942,0.4825,55,4442,6397.0909,5946.0568,2640.125,0,3,2,6,6,3824.6667,0,Bot,2
405542,6735942,46,564477,12271.2391,90268.1841,1.1476,51,107,233.2391,103.913,180.9565217,184.7174,111,20,9,5,3046.7929,2,Bot,2
405544,6735942,42,322764,7684.8571,83270.7415,1.1544,50,4,178.6667,77.381,169.452381,179,73,8,3,1,3723.1,0,Bot,2
405545,6796351,15,614451,43889.3571,14909.4834,1.6731,50,6343,477.6429,2711.9286,7.857142857,6.2143,7,3,2,2,4527,1,Bot,2
405562,10768264,74,5676303,77757.5753,57435.5754,0,55,4601,2745.137,4181.7808,636.5479452,0.0959,0,0,2,5,0,2,Bot,2
405604,7045797,36,276207,8369.9091,23845.1862,0.8979,39,0,102.303,49.697,35,5.6667,62,6,7,4,3060.8889,1,Bot,2
405714,8224723,64,548838,8711.7143,7863.3701,1.0306,45,445,113.6667,67.1746,90.19047619,28.8095,161,12,6,10,5544.587,2,Bot,2
405730,10788408,41,1397763,34944.075,1985.2724,0,38,2065,378.975,869.55,9.05,0.075,0,0,4,4,0,0,Bot,2
